date,symbol,rate
2023-02-10,ZAR,19.0834
2023-02-13,AUD,1.5388
2023-02-13,BGN,1.9558
2023-02-13,BRL,5.5576
2023-02-13,CAD,1.4263
2023-02-13,CHF,0.9849
2023-02-13,CNY,7.293
2023-02-13,CZK,23.739
2023-02-13,DKK,7.4485
2023-02-13,GBP,0.88281
2023-02-13,HKD,8.3885
2023-02-13,HUF,385.48
2023-02-13,IDR,16278.0
2023-02-13,ILS,3.7814
2023-02-13,INR,88.4
2023-02-13,ISK,153.1
2023-02-13,JPY,141.65
2023-02-13,KRW,1364.06
2023-02-13,MXN,19.8946
2023-02-13,MYR,4.6618
2023-02-13,NOK,10.8213
2023-02-13,NZD,1.6846
2023-02-13,PHP,58.581
2023-02-13,PLN,4.7875
2023-02-13,RON,4.9031
2023-02-13,SEK,11.155
2023-02-13,SGD,1.4229
2023-02-13,THB,36.177
2023-02-13,TRY,20.138
2023-02-13,USD,1.0686
2023-02-13,ZAR,19.1664
2023-02-14,AUD,1.5411
2023-02-14,BGN,1.9558
2023-02-14,BRL,5.5552
2023-02-14,CAD,1.4332
2023-02-14,CHF,0.987
2023-02-14,CNY,7.3314
2023-02-14,CZK,23.749
2023-02-14,DKK,7.4514
2023-02-14,GBP,0.88125
2023-02-14,HKD,8.4457
2023-02-14,HUF,382.45
2023-02-14,IDR,16304.0
2023-02-14,ILS,3.7724
2023-02-14,INR,89.12
2023-02-14,ISK,153.3
2023-02-14,JPY,142.14
2023-02-14,KRW,1362.59
2023-02-14,MXN,20.012
2023-02-14,MYR,4.6786
2023-02-14,NOK,10.8778
2023-02-14,NZD,1.6962
2023-02-14,PHP,58.992
2023-02-14,PLN,4.7623
2023-02-14,RON,4.901
2023-02-14,SEK,11.101
2023-02-14,SGD,1.427
2023-02-14,THB,36.387
2023-02-14,TRY,20.278
2023-02-14,USD,1.0759
2023-02-14,ZAR,19.1656
2023-02-15,AUD,1.5529
2023-02-15,BGN,1.9558
2023-02-15,BRL,5.586
2023-02-15,CAD,1.4356
2023-02-15,CHF,0.9885
2023-02-15,CNY,7.3229
2023-02-15,CZK,23.666
2023-02-15,DKK,7.4515
2023-02-15,GBP,0.88825
2023-02-15,HKD,8.3983
2023-02-15,HUF,380.58
2023-02-15,IDR,16321.0
2023-02-15,ILS,3.773
2023-02-15,INR,88.64
2023-02-15,ISK,153.9
2023-02-15,JPY,143.05
2023-02-15,KRW,1374.34
2023-02-15,MXN,19.9732
2023-02-15,MYR,4.7
2023-02-15,NOK,10.9193
2023-02-15,NZD,1.7063
2023-02-15,PHP,59.075
2023-02-15,PLN,4.76
2023-02-15,RON,4.9008
2023-02-15,SEK,11.14
2023-02-15,SGD,1.4285
2023-02-15,THB,36.771
2023-02-15,TRY,20.168
2023-02-15,USD,1.07
2023-02-15,ZAR,19.2891
2023-02-16,AUD,1.55
2023-02-16,BGN,1.9558
2023-02-16,BRL,5.609
2023-02-16,CAD,1.4334
2023-02-16,CHF,0.9873
2023-02-16,CNY,7.3351
2023-02-16,CZK,23.685
2023-02-16,DKK,7.449
2023-02-16,GBP,0.88883
2023-02-16,HKD,8.3985
2023-02-16,HUF,382.65
2023-02-16,IDR,16193.0
2023-02-16,ILS,3.7907
2023-02-16,INR,88.46
2023-02-16,ISK,154.3
2023-02-16,JPY,143.31
2023-02-16,KRW,1376.52
2023-02-16,MXN,19.872
2023-02-16,MYR,4.7123
2023-02-16,NOK,10.9513
2023-02-16,NZD,1.7033
2023-02-16,PHP,59.011
2023-02-16,PLN,4.7765
2023-02-16,RON,4.9009
2023-02-16,SEK,11.142
2023-02-16,SGD,1.4287
2023-02-16,THB,36.738
2023-02-16,TRY,20.168
2023-02-16,USD,1.07
2023-02-16,ZAR,19.4066
2023-02-17,AUD,1.556
2023-02-17,BGN,1.9558
2023-02-17,BRL,5.5487
2023-02-17,CAD,1.4366
2023-02-17,CHF,0.9896
2023-02-17,CNY,7.3081
2023-02-17,CZK,23.715
2023-02-17,DKK,7.4464
2023-02-17,GBP,0.88888
2023-02-17,HKD,8.3349
2023-02-17,HUF,386.61
2023-02-17,IDR,16161.0
2023-02-17,ILS,3.785
2023-02-17,INR,88.02
2023-02-17,ISK,154.1
2023-02-17,JPY,143.18
2023-02-17,KRW,1383.32
2023-02-17,MXN,19.7313
2023-02-17,MYR,4.709
2023-02-17,NOK,11.015
2023-02-17,NZD,1.7123
2023-02-17,PHP,58.831
2023-02-17,PLN,4.7773
2023-02-17,RON,4.9165
2023-02-17,SEK,11.1983
2023-02-17,SGD,1.4231
2023-02-17,THB,36.741
2023-02-17,TRY,20.048
2023-02-17,USD,1.0625
2023-02-17,ZAR,19.265
2023-02-20,AUD,1.5456
2023-02-20,BGN,1.9558
2023-02-20,BRL,5.5162
2023-02-20,CAD,1.4367
2023-02-20,CHF,0.9861
2023-02-20,CNY,7.3191
2023-02-20,CZK,23.693
2023-02-20,DKK,7.4461
2023-02-20,GBP,0.88738
2023-02-20,HKD,8.3623
2023-02-20,HUF,382.83
2023-02-20,IDR,16179.0
2023-02-20,ILS,3.8032
2023-02-20,INR,88.31
2023-02-20,ISK,154.7
2023-02-20,JPY,143.09
2023-02-20,KRW,1384.38
2023-02-20,MXN,19.6555
2023-02-20,MYR,4.7291
2023-02-20,NOK,10.9683
2023-02-20,NZD,1.7087
2023-02-20,PHP,58.675
2023-02-20,PLN,4.7435
2023-02-20,RON,4.918
2023-02-20,SEK,11.062
2023-02-20,SGD,1.4259
2023-02-20,THB,36.708
2023-02-20,TRY,20.138
2023-02-20,USD,1.0674
2023-02-20,ZAR,19.3471
2023-02-21,AUD,1.5517
2023-02-21,BGN,1.9558
2023-02-21,BRL,5.511
2023-02-21,CAD,1.4351
2023-02-21,CHF,0.9853
2023-02-21,CNY,7.3372
2023-02-21,CZK,23.73
2023-02-21,DKK,7.4456
2023-02-21,GBP,0.87925
2023-02-21,HKD,8.3645
2023-02-21,HUF,382.19
2023-02-21,IDR,16195.0
2023-02-21,ILS,3.8859
2023-02-21,INR,88.28
2023-02-21,ISK,154.1
2023-02-21,JPY,143.76
2023-02-21,KRW,1387.03
2023-02-21,MXN,19.6085
2023-02-21,MYR,4.7268
2023-02-21,NOK,10.9468
2023-02-21,NZD,1.7092
2023-02-21,PHP,58.684
2023-02-21,PLN,4.7478
2023-02-21,RON,4.9188
2023-02-21,SEK,11.0098
2023-02-21,SGD,1.4272
2023-02-21,THB,36.897
2023-02-21,TRY,20.122
2023-02-21,USD,1.0664
2023-02-21,ZAR,19.4579
2023-02-22,AUD,1.5576
2023-02-22,BGN,1.9558
2023-02-22,BRL,5.5008
2023-02-22,CAD,1.4408
2023-02-22,CHF,0.987
2023-02-22,CNY,7.3367
2023-02-22,CZK,23.669
2023-02-22,DKK,7.4459
2023-02-22,GBP,0.87945
2023-02-22,HKD,8.3512
2023-02-22,HUF,382.33
2023-02-22,IDR,16178.0
2023-02-22,ILS,3.886
2023-02-22,INR,88.24
2023-02-22,ISK,154.3
2023-02-22,JPY,143.24
2023-02-22,KRW,1386.99
2023-02-22,MXN,19.5976
2023-02-22,MYR,4.7275
2023-02-22,NOK,10.9665
2023-02-22,NZD,1.7066
2023-02-22,PHP,58.648
2023-02-22,PLN,4.7443
2023-02-22,RON,4.9238
2023-02-22,SEK,11.0163
2023-02-22,SGD,1.4252
2023-02-22,THB,36.775
2023-02-22,TRY,20.091
2023-02-22,USD,1.0644
2023-02-22,ZAR,19.4048
2023-02-23,AUD,1.5551
2023-02-23,BGN,1.9558
2023-02-23,BRL,5.4765
2023-02-23,CAD,1.4366
2023-02-23,CHF,0.9892
2023-02-23,CNY,7.3227
2023-02-23,CZK,23.686
2023-02-23,DKK,7.4429
2023-02-23,GBP,0.8814
2023-02-23,HKD,8.3291
2023-02-23,HUF,381.43
2023-02-23,IDR,16141.0
2023-02-23,ILS,3.8401
2023-02-23,INR,87.67
2023-02-23,ISK,152.7
2023-02-23,JPY,143.32
2023-02-23,KRW,1376.59
2023-02-23,MXN,19.4512
2023-02-23,MYR,4.7071
2023-02-23,NOK,10.9545
2023-02-23,NZD,1.7039
2023-02-23,PHP,58.351
2023-02-23,PLN,4.7438
2023-02-23,RON,4.9146
2023-02-23,SEK,11.0579
2023-02-23,SGD,1.4249
2023-02-23,THB,36.848
2023-02-23,TRY,20.036
2023-02-23,USD,1.0616
2023-02-23,ZAR,19.4076
2023-02-24,AUD,1.5668
2023-02-24,BGN,1.9558
2023-02-24,BRL,5.4633
2023-02-24,CAD,1.4374
2023-02-24,CHF,0.9898
2023-02-24,CNY,7.3398
2023-02-24,CZK,23.643
2023-02-24,DKK,7.4438
2023-02-24,GBP,0.88245
2023-02-24,HKD,8.2959
2023-02-24,HUF,380.6
2023-02-24,IDR,16098.0
2023-02-24,ILS,3.8916
2023-02-24,INR,87.48
2023-02-24,ISK,152.7
2023-02-24,JPY,143.55
2023-02-24,KRW,1387.18
2023-02-24,MXN,19.5027
2023-02-24,MYR,4.6883
2023-02-24,NOK,10.937
2023-02-24,NZD,1.7109
2023-02-24,PHP,58.045
2023-02-24,PLN,4.7205
2023-02-24,RON,4.9195
2023-02-24,SEK,11.003
2023-02-24,SGD,1.4239
2023-02-24,THB,36.921
2023-02-24,TRY,19.9565
2023-02-24,USD,1.057
2023-02-24,ZAR,19.5243
2023-02-27,AUD,1.5739
2023-02-27,BGN,1.9558
2023-02-27,BRL,5.4848
2023-02-27,CAD,1.4334
2023-02-27,CHF,0.9929
2023-02-27,CNY,7.3378
2023-02-27,CZK,23.619
2023-02-27,DKK,7.4426
2023-02-27,GBP,0.88073
2023-02-27,HKD,8.2818
2023-02-27,HUF,379.93
2023-02-27,IDR,16120.0
2023-02-27,ILS,3.8742
2023-02-27,INR,87.34
2023-02-27,ISK,152.3
2023-02-27,JPY,143.88
2023-02-27,KRW,1396.0
2023-02-27,MXN,19.3777
2023-02-27,MYR,4.7266
2023-02-27,NOK,10.9635
2023-02-27,NZD,1.7185
2023-02-27,PHP,58.596
2023-02-27,PLN,4.716
2023-02-27,RON,4.9198
2023-02-27,SEK,11.0595
2023-02-27,SGD,1.4246
2023-02-27,THB,37.045
2023-02-27,TRY,19.9324
2023-02-27,USD,1.0554
2023-02-27,ZAR,19.4574
2023-02-28,AUD,1.576
2023-02-28,BGN,1.9558
2023-02-28,BRL,5.528
2023-02-28,CAD,1.4411
2023-02-28,CHF,0.9947
2023-02-28,CNY,7.3663
2023-02-28,CZK,23.497
2023-02-28,DKK,7.4443
2023-02-28,GBP,0.87701
2023-02-28,HKD,8.3351
2023-02-28,HUF,377.68
2023-02-28,IDR,16193.0
2023-02-28,ILS,3.8821
2023-02-28,INR,87.72
2023-02-28,ISK,152.3
2023-02-28,JPY,145.23
2023-02-28,KRW,1401.84
2023-02-28,MXN,19.448
2023-02-28,MYR,4.7653
2023-02-28,NOK,10.9713
2023-02-28,NZD,1.7216
2023-02-28,PHP,58.76
2023-02-28,PLN,4.7125
2023-02-28,RON,4.92
2023-02-28,SEK,11.078
2023-02-28,SGD,1.4314
2023-02-28,THB,37.485
2023-02-28,TRY,20.056
2023-02-28,USD,1.0619
2023-02-28,ZAR,19.5518
2023-03-01,AUD,1.5776
2023-03-01,BGN,1.9558
2023-03-01,BRL,5.5535
2023-03-01,CAD,1.4531
2023-03-01,CHF,0.9997
2023-03-01,CNY,7.3349
2023-03-01,CZK,23.426
2023-03-01,DKK,7.4431
2023-03-01,GBP,0.88574
2023-03-01,HKD,8.3866
2023-03-01,HUF,373.58
2023-03-01,IDR,16273.0
2023-03-01,ILS,3.8729
2023-03-01,INR,88.08
2023-03-01,ISK,151.7
2023-03-01,JPY,144.82
2023-03-01,KRW,1389.03
2023-03-01,MXN,19.4883
2023-03-01,MYR,4.7784
2023-03-01,NOK,11.0365
2023-03-01,NZD,1.7048
2023-03-01,PHP,58.762
2023-03-01,PLN,4.6745
2023-03-01,RON,4.9174
2023-03-01,SEK,11.1
2023-03-01,SGD,1.4316
2023-03-01,THB,37.063
2023-03-01,TRY,20.18
2023-03-01,USD,1.0684
2023-03-01,ZAR,19.3769
2023-03-02,AUD,1.5773
2023-03-02,BGN,1.9558
2023-03-02,BRL,5.5242
2023-03-02,CAD,1.4448
2023-03-02,CHF,0.9988
2023-03-02,CNY,7.3285
2023-03-02,CZK,23.487
2023-03-02,DKK,7.4417
2023-03-02,GBP,0.88785
2023-03-02,HKD,8.3244
2023-03-02,HUF,374.63
2023-03-02,IDR,16247.0
2023-03-02,ILS,3.8674
2023-03-02,INR,87.54
2023-03-02,ISK,151.1
2023-03-02,JPY,145.07
2023-03-02,KRW,1392.26
2023-03-02,MXN,19.2513
2023-03-02,MYR,4.7463
2023-03-02,NOK,11.085
2023-03-02,NZD,1.7057
2023-03-02,PHP,58.343
2023-03-02,PLN,4.689
2023-03-02,RON,4.9223
2023-03-02,SEK,11.135
2023-03-02,SGD,1.4307
2023-03-02,THB,36.943
2023-03-02,TRY,20.032
2023-03-02,USD,1.0605
2023-03-02,ZAR,19.3211
2023-03-03,AUD,1.5728
2023-03-03,BGN,1.9558
2023-03-03,BRL,5.5248
2023-03-03,CAD,1.4437
2023-03-03,CHF,0.9958
2023-03-03,CNY,7.3326
2023-03-03,CZK,23.508
2023-03-03,DKK,7.4412
2023-03-03,GBP,0.8853
2023-03-03,HKD,8.3325
2023-03-03,HUF,378.71
2023-03-03,IDR,16256.0
2023-03-03,ILS,3.8913
2023-03-03,INR,86.92
2023-03-03,ISK,150.3
2023-03-03,JPY,144.55
2023-03-03,KRW,1383.24
2023-03-03,MXN,19.1997
2023-03-03,MYR,4.7513
2023-03-03,NOK,11.061
2023-03-03,NZD,1.7069
2023-03-03,PHP,58.128
2023-03-03,PLN,4.708
2023-03-03,RON,4.9235
2023-03-03,SEK,11.143
2023-03-03,SGD,1.4296
2023-03-03,THB,36.781
2023-03-03,TRY,20.063
2023-03-03,USD,1.0615
2023-03-03,ZAR,19.2837
2023-03-06,AUD,1.5807
2023-03-06,BGN,1.9558
2023-03-06,BRL,5.5356
2023-03-06,CAD,1.4493
2023-03-06,CHF,0.9947
2023-03-06,CNY,7.3802
2023-03-06,CZK,23.545
2023-03-06,DKK,7.4423
2023-03-06,GBP,0.8863
2023-03-06,HKD,8.357
2023-03-06,HUF,377.0
2023-03-06,IDR,16326.0
2023-03-06,ILS,3.823
2023-03-06,INR,87.14
2023-03-06,ISK,149.7
2023-03-06,JPY,144.64
2023-03-06,KRW,1381.49
2023-03-06,MXN,19.1419
2023-03-06,MYR,4.7673
2023-03-06,NOK,11.1109
2023-03-06,NZD,1.7188
2023-03-06,PHP,58.51
2023-03-06,PLN,4.709
2023-03-06,RON,4.9205
2023-03-06,SEK,11.159
2023-03-06,SGD,1.4324
2023-03-06,THB,36.761
2023-03-06,TRY,20.124
2023-03-06,USD,1.0646
2023-03-06,ZAR,19.3688
2023-03-07,AUD,1.6002
2023-03-07,BGN,1.9558
2023-03-07,BRL,5.5224
2023-03-07,CAD,1.4552
2023-03-07,CHF,0.9959
2023-03-07,CNY,7.3975
2023-03-07,CZK,23.495
2023-03-07,DKK,7.4426
2023-03-07,GBP,0.88968
2023-03-07,HKD,8.3719
2023-03-07,HUF,377.38
2023-03-07,IDR,16404.0
2023-03-07,ILS,3.8504
2023-03-07,INR,87.26
2023-03-07,ISK,149.9
2023-03-07,JPY,145.21
2023-03-07,KRW,1392.09
2023-03-07,MXN,19.2065
2023-03-07,MYR,4.7699
2023-03-07,NOK,11.1935
2023-03-07,NZD,1.7229
2023-03-07,PHP,58.721
2023-03-07,PLN,4.6898
2023-03-07,RON,4.9178
2023-03-07,SEK,11.2285
2023-03-07,SGD,1.4357
2023-03-07,THB,36.917
2023-03-07,TRY,20.174
2023-03-07,USD,1.0665
2023-03-07,ZAR,19.5975
2023-03-08,AUD,1.5978
2023-03-08,BGN,1.9558
2023-03-08,BRL,5.451
2023-03-08,CAD,1.4499
2023-03-08,CHF,0.9931
2023-03-08,CNY,7.3315
2023-03-08,CZK,23.585
2023-03-08,DKK,7.4412
2023-03-08,GBP,0.89074
2023-03-08,HKD,8.2777
2023-03-08,HUF,379.87
2023-03-08,IDR,16291.0
2023-03-08,ILS,3.7861
2023-03-08,INR,86.42
2023-03-08,ISK,149.9
2023-03-08,JPY,144.7
2023-03-08,KRW,1389.6
2023-03-08,MXN,19.0229
2023-03-08,MYR,4.7721
2023-03-08,NOK,11.2205
2023-03-08,NZD,1.7242
2023-03-08,PHP,58.377
2023-03-08,PLN,4.6753
2023-03-08,RON,4.9113
2023-03-08,SEK,11.2835
2023-03-08,SGD,1.4269
2023-03-08,THB,37.002
2023-03-08,TRY,19.9706
2023-03-08,USD,1.0545
2023-03-08,ZAR,19.5893
2023-03-09,AUD,1.5965
2023-03-09,BGN,1.9558
2023-03-09,BRL,5.4202
2023-03-09,CAD,1.4574
2023-03-09,CHF,0.9911
2023-03-09,CNY,7.3515
2023-03-09,CZK,23.626
2023-03-09,DKK,7.4421
2023-03-09,GBP,0.88814
2023-03-09,HKD,8.2848
2023-03-09,HUF,379.1
2023-03-09,IDR,16294.0
2023-03-09,ILS,3.8079
2023-03-09,INR,86.62
2023-03-09,ISK,149.9
2023-03-09,JPY,143.82
2023-03-09,KRW,1395.0
2023-03-09,MXN,18.9237
2023-03-09,MYR,4.7715
2023-03-09,NOK,11.2715
2023-03-09,NZD,1.7232
2023-03-09,PHP,58.237
2023-03-09,PLN,4.6785
2023-03-09,RON,4.915
2023-03-09,SEK,11.3365
2023-03-09,SGD,1.4279
2023-03-09,THB,37.066
2023-03-09,TRY,20.003
2023-03-09,USD,1.0554
2023-03-09,ZAR,19.6578
2023-03-10,AUD,1.6064
2023-03-10,BGN,1.9558
2023-03-10,BRL,5.5037
2023-03-10,CAD,1.4643
2023-03-10,CHF,0.9824
2023-03-10,CNY,7.3594
2023-03-10,CZK,23.635
2023-03-10,DKK,7.4425
2023-03-10,GBP,0.88258
2023-03-10,HKD,8.3095
2023-03-10,HUF,383.65
2023-03-10,IDR,16403.0
2023-03-10,ILS,3.8118
2023-03-10,INR,86.94
2023-03-10,ISK,150.1
2023-03-10,JPY,144.7
2023-03-10,KRW,1398.24
2023-03-10,MXN,19.5428
2023-03-10,MYR,4.7849
2023-03-10,NOK,11.29
2023-03-10,NZD,1.7292
2023-03-10,PHP,58.4
2023-03-10,PLN,4.6815
2023-03-10,RON,4.9143
2023-03-10,SEK,11.3915
2023-03-10,SGD,1.4349
2023-03-10,THB,37.115
2023-03-10,TRY,20.074
2023-03-10,USD,1.0586
2023-03-10,ZAR,19.425
2023-03-13,AUD,1.6066
2023-03-13,BGN,1.9558
2023-03-13,BRL,5.6256
2023-03-13,CAD,1.4745
2023-03-13,CHF,0.975
2023-03-13,CNY,7.3413
2023-03-13,CZK,23.747
2023-03-13,DKK,7.4444
2023-03-13,GBP,0.8837
2023-03-13,HKD,8.3963
2023-03-13,HUF,390.95
2023-03-13,IDR,16498.0
2023-03-13,ILS,3.8814
2023-03-13,INR,88.05
2023-03-13,ISK,150.9
2023-03-13,JPY,141.96
2023-03-13,KRW,1399.19
2023-03-13,MXN,20.193
2023-03-13,MYR,4.8145
2023-03-13,NOK,11.3893
2023-03-13,NZD,1.7225
2023-03-13,PHP,58.872
2023-03-13,PLN,4.6944
2023-03-13,RON,4.9168
2023-03-13,SEK,11.439
2023-03-13,SGD,1.444
2023-03-13,THB,37.0
2023-03-13,TRY,20.313
2023-03-13,USD,1.0706
2023-03-13,ZAR,19.4545
2023-03-14,AUD,1.6052
2023-03-14,BGN,1.9558
2023-03-14,BRL,5.6136
2023-03-14,CAD,1.4689
2023-03-14,CHF,0.9784
2023-03-14,CNY,7.3758
2023-03-14,CZK,23.791
2023-03-14,DKK,7.4447
2023-03-14,GBP,0.88054
2023-03-14,HKD,8.4248
2023-03-14,HUF,391.5
2023-03-14,IDR,16493.0
2023-03-14,ILS,3.8937
2023-03-14,INR,88.43
2023-03-14,ISK,151.1
2023-03-14,JPY,144.09
2023-03-14,KRW,1402.36
2023-03-14,MXN,20.092
2023-03-14,MYR,4.8177
2023-03-14,NOK,11.335
2023-03-14,NZD,1.7198
2023-03-14,PHP,59.134
2023-03-14,PLN,4.6878
2023-03-14,RON,4.9218
2023-03-14,SEK,11.288
2023-03-14,SGD,1.4428
2023-03-14,THB,37.01
2023-03-14,TRY,20.373
2023-03-14,USD,1.0737
2023-03-14,ZAR,19.3931
2023-03-15,AUD,1.5888
2023-03-15,BGN,1.9558
2023-03-15,BRL,5.5672
2023-03-15,CAD,1.4504
2023-03-15,CHF,0.9727
2023-03-15,CNY,7.2865
2023-03-15,CZK,23.942
2023-03-15,DKK,7.4446
2023-03-15,GBP,0.87243
2023-03-15,HKD,8.2796
2023-03-15,HUF,397.5
2023-03-15,IDR,16353.0
2023-03-15,ILS,3.833
2023-03-15,INR,87.31
2023-03-15,ISK,150.3
2023-03-15,JPY,139.51
2023-03-15,KRW,1393.75
2023-03-15,MXN,19.9704
2023-03-15,MYR,4.7296
2023-03-15,NOK,11.34
2023-03-15,NZD,1.7006
2023-03-15,PHP,58.051
2023-03-15,PLN,4.7
2023-03-15,RON,4.9218
2023-03-15,SEK,11.202
2023-03-15,SGD,1.4245
2023-03-15,THB,36.552
2023-03-15,TRY,20.027
2023-03-15,USD,1.0549
2023-03-15,ZAR,19.419
2023-03-16,AUD,1.5932
2023-03-16,BGN,1.9558
2023-03-16,BRL,5.6005
2023-03-16,CAD,1.4565
2023-03-16,CHF,0.982
2023-03-16,CNY,7.3045
2023-03-16,CZK,24.011
2023-03-16,DKK,7.4476
2023-03-16,GBP,0.8782
2023-03-16,HKD,8.3165
2023-03-16,HUF,396.43
2023-03-16,IDR,16365.0
2023-03-16,ILS,3.889
2023-03-16,INR,87.73
2023-03-16,ISK,150.1
2023-03-16,JPY,140.18
2023-03-16,KRW,1388.4
2023-03-16,MXN,20.206
2023-03-16,MYR,4.772
2023-03-16,NOK,11.4487
2023-03-16,NZD,1.715
2023-03-16,PHP,58.188
2023-03-16,PLN,4.6963
2023-03-16,RON,4.9215
2023-03-16,SEK,11.1781
2023-03-16,SGD,1.4276
2023-03-16,THB,36.436
2023-03-16,TRY,20.119
2023-03-16,USD,1.0595
2023-03-16,ZAR,19.4759
2023-03-17,AUD,1.5874
2023-03-17,BGN,1.9558
2023-03-17,BRL,5.5872
2023-03-17,CAD,1.4584
2023-03-17,CHF,0.9858
2023-03-17,CNY,7.3117
2023-03-17,CZK,23.948
2023-03-17,DKK,7.445
2023-03-17,GBP,0.87488
2023-03-17,HKD,8.3387
2023-03-17,HUF,395.93
2023-03-17,IDR,16332.0
2023-03-17,ILS,3.9057
2023-03-17,INR,87.79
2023-03-17,ISK,149.3
2023-03-17,JPY,140.57
2023-03-17,KRW,1389.84
2023-03-17,MXN,19.9829
2023-03-17,MYR,4.7649
2023-03-17,NOK,11.4218
2023-03-17,NZD,1.7014
2023-03-17,PHP,58.118
2023-03-17,PLN,4.7045
2023-03-17,RON,4.9208
2023-03-17,SEK,11.1995
2023-03-17,SGD,1.4262
2023-03-17,THB,36.246
2023-03-17,TRY,20.186
2023-03-17,USD,1.0623
2023-03-17,ZAR,19.4988
2023-03-20,AUD,1.5978
2023-03-20,BGN,1.9558
2023-03-20,BRL,5.6183
2023-03-20,CAD,1.4669
2023-03-20,CHF,0.9928
2023-03-20,CNY,7.3739
2023-03-20,CZK,23.988
2023-03-20,DKK,7.445
2023-03-20,GBP,0.8756
2023-03-20,HKD,8.4038
2023-03-20,HUF,399.21
2023-03-20,IDR,16453.0
2023-03-20,ILS,3.9359
2023-03-20,INR,88.49
2023-03-20,ISK,150.1
2023-03-20,JPY,140.77
2023-03-20,KRW,1401.82
2023-03-20,MXN,20.3
2023-03-20,MYR,4.8076
2023-03-20,NOK,11.421
2023-03-20,NZD,1.7106
2023-03-20,PHP,58.281
2023-03-20,PLN,4.7045
2023-03-20,RON,4.9233
2023-03-20,SEK,11.1564
2023-03-20,SGD,1.4354
2023-03-20,THB,36.513
2023-03-20,TRY,20.384
2023-03-20,USD,1.0717
2023-03-20,ZAR,19.7861
2023-03-21,AUD,1.6136
2023-03-21,BGN,1.9558
2023-03-21,BRL,5.6491
2023-03-21,CAD,1.4726
2023-03-21,CHF,0.997
2023-03-21,CNY,7.4058
2023-03-21,CZK,23.846
2023-03-21,DKK,7.4465
2023-03-21,GBP,0.88033
2023-03-21,HKD,8.4547
2023-03-21,HUF,391.58
2023-03-21,IDR,16491.0
2023-03-21,ILS,3.937
2023-03-21,INR,89.03
2023-03-21,ISK,150.1
2023-03-21,JPY,142.63
2023-03-21,KRW,1406.34
2023-03-21,MXN,20.145
2023-03-21,MYR,4.8196
2023-03-21,NOK,11.3125
2023-03-21,NZD,1.7412
2023-03-21,PHP,58.485
2023-03-21,PLN,4.6998
2023-03-21,RON,4.9225
2023-03-21,SEK,11.099
2023-03-21,SGD,1.4392
2023-03-21,THB,36.929
2023-03-21,TRY,20.504
2023-03-21,USD,1.0776
2023-03-21,ZAR,19.9659
2023-03-22,AUD,1.6132
2023-03-22,BGN,1.9558
2023-03-22,BRL,5.6683
2023-03-22,CAD,1.4782
2023-03-22,CHF,0.996
2023-03-22,CNY,7.4238
2023-03-22,CZK,23.722
2023-03-22,DKK,7.4472
2023-03-22,GBP,0.87925
2023-03-22,HKD,8.4636
2023-03-22,HUF,388.55
2023-03-22,IDR,16465.0
2023-03-22,ILS,3.9207
2023-03-22,INR,89.08
2023-03-22,ISK,149.9
2023-03-22,JPY,143.13
2023-03-22,KRW,1406.43
2023-03-22,MXN,20.004
2023-03-22,MYR,4.8047
2023-03-22,NOK,11.332
2023-03-22,NZD,1.7362
2023-03-22,PHP,58.683
2023-03-22,PLN,4.6835
2023-03-22,RON,4.9215
2023-03-22,SEK,11.1535
2023-03-22,SGD,1.4391
2023-03-22,THB,37.1
2023-03-22,TRY,20.535
2023-03-22,USD,1.0785
2023-03-22,ZAR,19.8529
2023-03-23,AUD,1.6242
2023-03-23,BGN,1.9558
2023-03-23,BRL,5.6995
2023-03-23,CAD,1.4875
2023-03-23,CHF,0.9969
2023-03-23,CNY,7.4312
2023-03-23,CZK,23.658
2023-03-23,DKK,7.4482
2023-03-23,GBP,0.88523
2023-03-23,HKD,8.5396
2023-03-23,HUF,384.75
2023-03-23,IDR,16451.0
2023-03-23,ILS,3.9371
2023-03-23,INR,89.48
2023-03-23,ISK,149.9
2023-03-23,JPY,142.87
2023-03-23,KRW,1396.18
2023-03-23,MXN,20.192
2023-03-23,MYR,4.8063
2023-03-23,NOK,11.284
2023-03-23,NZD,1.7373
2023-03-23,PHP,59.125
2023-03-23,PLN,4.6868
2023-03-23,RON,4.9228
2023-03-23,SEK,11.222
2023-03-23,SGD,1.4434
2023-03-23,THB,37.119
2023-03-23,TRY,20.718
2023-03-23,USD,1.0879
2023-03-23,ZAR,19.7787
2023-03-24,AUD,1.6189
2023-03-24,BGN,1.9558
2023-03-24,BRL,5.7298
2023-03-24,CAD,1.4816
2023-03-24,CHF,0.9874
2023-03-24,CNY,7.3826
2023-03-24,CZK,23.682
2023-03-24,DKK,7.4519
2023-03-24,GBP,0.8794
2023-03-24,HKD,8.4344
2023-03-24,HUF,386.8
2023-03-24,IDR,16316.0
2023-03-24,ILS,3.8755
2023-03-24,INR,88.56
2023-03-24,ISK,150.1
2023-03-24,JPY,139.85
2023-03-24,KRW,1401.12
2023-03-24,MXN,20.085
2023-03-24,MYR,4.7579
2023-03-24,NOK,11.3065
2023-03-24,NZD,1.7329
2023-03-24,PHP,58.421
2023-03-24,PLN,4.6865
2023-03-24,RON,4.9305
2023-03-24,SEK,11.208
2023-03-24,SGD,1.433
2023-03-24,THB,36.748
2023-03-24,TRY,20.488
2023-03-24,USD,1.0745
